species_common_name,species_scientific_name,species_abbreviation,lat,count
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-39,1
Sooty shearwater,Puffinus griseus,PUFGRI,-39,5
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-39,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-39,3
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-39,2
Cape petrel,Daption capense,DAPCAP,-39,2
Sooty shearwater,Puffinus griseus,PUFGRI,-39,35
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-39,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-39,3
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-39,2
Cape petrel,Daption capense,DAPCAP,-39,2
Sooty shearwater,Puffinus griseus,PUFGRI,-39,10
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-39,2
Sooty shearwater,Puffinus griseus,PUFGRI,-39,18
Storm-petrel ,NA,STPEUN,-39,1
Pomarine skua,Stercorarius pomarinus,STEPOM,-39,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-39,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-39,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-39,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-39,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-39,2
Cape petrel,Daption capense,DAPCAP,-39,3
Sooty shearwater,Puffinus griseus,PUFGRI,-39,14
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-40,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-40,1
Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta ,THACAUSALERE,-40,1
Cape petrel,Daption capense,DAPCAP,-40,6
Prion ,Pachyptila sp,PACSP,-40,20
Sooty shearwater,Puffinus griseus,PUFGRI,-40,32
Subantarctic skua,Catharacta antarctica,CATANT,-40,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-40,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-40,1
Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta ,THACAUSALERE,-40,10
Cape petrel,Daption capense,DAPCAP,-40,50
Westland / White-chinned petrel,Procellaria westlandica ,PROWESAEQ,-40,4
Arctic tern,Sterna paradisaea,STEPAR2,-40,1
Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta ,THACAUSALERE,-40,2
Giant petrel ,Macronectes sp.,MACSP,-40,1
Cape petrel,Daption capense,DAPCAP,-40,100
Westland / White-chinned petrel,Procellaria westlandica ,PROWESAEQ,-40,4
Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta ,THACAUSALERE,-40,1
Cape petrel,Daption capense,DAPCAP,-40,32
Westland / White-chinned petrel,Procellaria westlandica ,PROWESAEQ,-40,3
Sooty shearwater,Puffinus griseus,PUFGRI,-40,1
Red-billed gull ,Larus novaehollandiae ,LARNOV,-33,4
Tern ,Sterna sp.,STENSP,-33,NA
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-35,4
Northern giant petrel ,Macronectes halli ,MACHAL,-35,1
Cape petrel,Daption capense,DAPCAP,-35,6
All dark petrel ,NA,DRKPUN,-35,2
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-35,2
Cape petrel,Daption capense,DAPCAP,-35,12
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-35,2
Cape petrel,Daption capense,DAPCAP,-35,10
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-35,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-35,1
Cape petrel,Daption capense,DAPCAP,-35,8
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-35,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-35,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-35,2
Shy / White-capped mollymawk ,Thallassarche cauta cauta ,THACAUCAUSTE,-35,1
Cape petrel,Daption capense,DAPCAP,-35,10
White-faced storm petrel,Pelagodroma marina,PELMAR,-35,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-37,2
Shy / White-capped mollymawk ,Thallassarche cauta cauta ,THACAUCAUSTE,-37,1
Southern giant petrel ,Macronectes giganteus  ,MACGIG,-37,1
Cape petrel,Daption capense,DAPCAP,-37,2
Prion ,Pachyptila sp,PACSP,-37,15
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37,2
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-37,1
Northern giant petrel ,Macronectes halli ,MACHAL,-37,1
Cape petrel,Daption capense,DAPCAP,-37,8
Prion ,Pachyptila sp,PACSP,-37,40
All dark petrel ,NA,DRKPUN,-37,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-37,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-37,1
Cape petrel,Daption capense,DAPCAP,-37,3
Prion ,Pachyptila sp,PACSP,-37,4
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-38,2
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-38,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-38,1
Northern giant petrel ,Macronectes halli ,MACHAL,-38,1
Cape petrel,Daption capense,DAPCAP,-38,1
Prion ,Pachyptila sp,PACSP,-38,100
Subantarctic skua,Catharacta antarctica,CATANT,-38,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-38,2
Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta ,THACAUSALERE,-38,1
Northern giant petrel ,Macronectes halli ,MACHAL,-38,1
Cape petrel,Daption capense,DAPCAP,-38,2
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-38,1
White-headed petrel,Pterodroma lessonii,PTELES,-38,1
Prion ,Pachyptila sp,PACSP,-38,12
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-38,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-38,1
Northern giant petrel ,Macronectes halli ,MACHAL,-38,1
Cape petrel,Daption capense,DAPCAP,-38,2
White-headed petrel,Pterodroma lessonii,PTELES,-38,1
Prion ,Pachyptila sp,PACSP,-38,11
Mollymawk ,Thallassarche sp,THASP,-39,1
Northern giant petrel ,Macronectes halli ,MACHAL,-39,1
Cape petrel,Daption capense,DAPCAP,-39,4
Prion ,Pachyptila sp,PACSP,-39,3
Light-mantled sooty albatross,Phoebetria palpebrata,PHOPAL,-40,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-40,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-40,1
Buller's mollymawk,Thalassarche bulleri,THABUL,-40,1
Cape petrel,Daption capense,DAPCAP,-40,NA
Gadfly petrel ,Pterodroma sp.,PTESP,-40,1
Prion ,Pachyptila sp,PACSP,-40,NA
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-40,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-40,1
Buller's mollymawk,Thalassarche bulleri,THABUL,-40,1
Cape petrel,Daption capense,DAPCAP,-40,NA
White-headed petrel,Pterodroma lessonii,PTELES,-40,1
Prion ,Pachyptila sp,PACSP,-40,NA
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-40,1
Buller's mollymawk,Thalassarche bulleri,THABUL,-40,1
Cape petrel,Daption capense,DAPCAP,-40,NA
Prion ,Pachyptila sp,PACSP,-40,NA
Storm-petrel ,NA,STPEUN,-40,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-40,1
Buller's mollymawk,Thalassarche bulleri,THABUL,-40,1
Cape petrel,Daption capense,DAPCAP,-40,NA
Prion ,Pachyptila sp,PACSP,-40,55
White-chinned petrel,Procellaria aequinoctialis,PROAEQ,-40,1
Broad-billed prion,Pachyptila vittata,PACVIT,-40,5
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-41,2
Salvin's mollymawk,Thalassarche salvini,THASAL,-41,1
Light-mantled sooty albatross,Phoebetria palpebrata,PHOPAL,-41,1
Cape petrel,Daption capense,DAPCAP,-41,NA
Prion ,Pachyptila sp,PACSP,-41,NA
White-chinned petrel,Procellaria aequinoctialis,PROAEQ,-41,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-41,2
Cape petrel,Daption capense,DAPCAP,-41,NA
White-headed petrel,Pterodroma lessonii,PTELES,-41,1
Prion ,Pachyptila sp,PACSP,-41,2
Cape petrel,Daption capense,DAPCAP,-41,NA
White-headed petrel,Pterodroma lessonii,PTELES,-41,1
Prion ,Pachyptila sp,PACSP,-41,NA
White-chinned petrel,Procellaria aequinoctialis,PROAEQ,-41,1
Grey-headed mollymawk ,Thalassarche chrysostoma ,THACHR,-42,1
Cape petrel,Daption capense,DAPCAP,-42,NA
Prion ,Pachyptila sp,PACSP,-42,3
Grey-headed mollymawk ,Thalassarche chrysostoma ,THACHR,-42,1
Cape petrel,Daption capense,DAPCAP,-42,NA
Blue petrel,Halobaena caerulea,HALCAE,-42,1
Prion ,Pachyptila sp,PACSP,-42,NA
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-42,2
Buller's mollymawk ,Thalassarche bulleri ,THABUL,-42,1
Antarctic fulmar,Fulmarus glacialoides,FULGLA,-42,1
Cape petrel,Daption capense,DAPCAP,-42,NA
White-headed petrel,Pterodroma lessonii,PTELES,-42,1
Blue petrel,Halobaena caerulea,HALCAE,-42,1
Prion ,Pachyptila sp,PACSP,-42,NA
Cape petrel,Daption capense,DAPCAP,-43,NA
Gadfly petrel ,Pterodroma sp.,PTESP,-43,NA
Prion ,Pachyptila sp,PACSP,-43,40
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-43,1
Light-mantled sooty albatross,Phoebetria palpebrata,PHOPAL,-43,1
Northern giant petrel ,Macronectes halli ,MACHAL,-43,1
Cape petrel,Daption capense,DAPCAP,-43,NA
Blue petrel,Halobaena caerulea,HALCAE,-43,1
Prion ,Pachyptila sp,PACSP,-43,NA
Cape petrel,Daption capense,DAPCAP,-44,NA
White-chinned petrel,Procellaria aequinoctialis,PROAEQ,-44,1
Southern royal albatross ,Diomedea epomophora ,DIOEPO,-45,1
Light-mantled sooty albatross,Phoebetria palpebrata,PHOPAL,-45,1
Cape petrel,Daption capense,DAPCAP,-45,2
Buller's mollymawk ,Thalassarche bulleri ,THABUL,-45,1
Grey-headed mollymawk ,Thalassarche chrysostoma ,THACHR,-45,1
Light-mantled sooty albatross,Phoebetria palpebrata,PHOPAL,-45,1
Albatross  ,NA,ALBUNI,-45,1
Cape petrel,Daption capense,DAPCAP,-45,NA
White-headed petrel,Pterodroma lessonii,PTELES,-45,1
Prion ,Pachyptila sp,PACSP,-45,1
Diving-petrel ,Pelecanoides sp.,PELSP,-45,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-45,1
Buller's mollymawk ,Thalassarche bulleri ,THABUL,-45,4
Grey-headed mollymawk ,Thalassarche chrysostoma ,THACHR,-45,1
Light-mantled sooty albatross,Phoebetria palpebrata,PHOPAL,-45,1
Giant petrel ,Macronectes sp. ,MACSP,-45,3
Cape petrel,Daption capense,DAPCAP,-45,NA
Prion ,Pachyptila sp,PACSP,-45,NA
Petrel ,NA,PETRUN,-45,1
Southern royal albatross,Diomedea epomophora,DIOEPO,-46,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-46,1
Buller's mollymawk ,Thalassarche bulleri ,THABUL,-46,1
Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta ,THACAUSALERE,-46,2
Northern giant petrel ,Macronectes halli ,MACHAL,-46,2
Cape petrel,Daption capense,DAPCAP,-46,NA
White-headed petrel,Pterodroma lessonii,PTELES,-46,1
Prion ,Pachyptila sp,PACSP,-46,NA
Sooty shearwater,Puffinus griseus,PUFGRI,-46,2
Diving-petrel ,Pelecanoides sp.,PELSP,-46,1
Southern royal albatross ,Diomedea epomophora ,DIOEPO,-46,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-46,1
Buller's mollymawk ,Thalassarche bulleri ,THABUL,-46,1
Salvin's mollymawk ,Thalassarche salvini ,THASAL,-46,1
Northern giant petrel ,Macronectes halli ,MACHAL,-46,4
Cape petrel,Daption capense,DAPCAP,-46,100
Prion ,Pachyptila sp,PACSP,-46,40
Sooty shearwater,Puffinus griseus,PUFGRI,-46,1
Diving-petrel ,Pelecanoides sp.,PELSP,-46,2
Subantarctic skua,Catharacta antarctica,CATANT,-46,1
Southern royal albatross ,Diomedea epomophora ,DIOEPO,-46,1
Buller's mollymawk ,Thalassarche bulleri ,THABUL,-46,1
Salvin's mollymawk ,Thalassarche salvini ,THASAL,-46,1
Shy / white-capped / Salvin's /  Chatham mollymawk,Thalassarche cauta ,THACAUSALERE,-46,1
Grey-headed mollymawk ,Thalassarche chrysostoma ,THACHR,-46,1
Giant petrel ,Macronectes sp.,MACSP,-46,NA
Cape petrel,Daption capense,DAPCAP,-46,100
Prion ,Pachyptila sp,PACSP,-46,NA
Diving-petrel ,Pelecanoides sp.,PELSP,-46,NA
Southern royal albatross ,Diomedea epomophora ,DIOEPO,-46,1
Northern royal albatross,Diomedea sanfordi,DIOSAN,-46,1
Buller's mollymawk ,Thalassarche bulleri ,THABUL,-46,2
Cape petrel,Daption capense,DAPCAP,-46,60
Diving-petrel ,Pelecanoides sp.,PELSP,-46,2
Southern royal albatross ,Diomedea epomophora ,DIOEPO,-46,2
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-46,1
Buller's mollymawk ,Thalassarche bulleri ,THABUL,-46,2
Cape petrel,Daption capense,DAPCAP,-46,100
Southern black-backed gull ,Larus dominicanus ,LARDOM,-46,1
Buller's shearwater,Puffinus bulleri,PUFBUL,-34,7
Petrel ,NA,PETRUN,-34,20
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-34,1
Giant petrel ,Macronectes sp.,MACSP,-34,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34,2
Westland / White-chinned petrel,Procellaria westlandica ,PROWESAEQ,-34,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-34,2
Giant petrel ,Macronectes sp. ,MACSP,-34,1
Cape petrel,Daption capense,DAPCAP,-34,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,2
Cape petrel,Daption capense,DAPCAP,-33,5
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-33,3
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-33,2
Cape petrel,Daption capense,DAPCAP,-33,8
White-chinned petrel,Procellaria aequinoctialis,PROAEQ,-33,1
Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,-33,6
Black / White-bellied storm-petrel,Fregetta grallaria ,FREGRATRO,-33,4
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34,2
White-chinned petrel,Procellaria aequinoctialis,PROAEQ,-34,1
Short-tailed shearwater,Puffinus tenuirostris,PUFTEN,-34,50
Petrel ,NA,PETRUN,-34,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34,2
White-chinned petrel,Procellaria aequinoctialis,PROAEQ,-34,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-36,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-36,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-36,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-36,2
Giant petrel ,Macronectes sp. ,MACSP,-36,1
Cape petrel,Daption capense,DAPCAP,-36,4
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-36,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-36,2
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-36,3
Giant petrel ,Macronectes sp. ,MACSP,-36,1
Cape petrel,Daption capense,DAPCAP,-36,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37,2
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-37,1
Cape petrel,Daption capense,DAPCAP,-37,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37,2
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-37,5
All dark petrel ,NA,DRKPUN,-38,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-39,5
Royal albatross ,Diomedea epomophora ,DIOEPOSAN,-39,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-39,7
Cape petrel,Daption capense,DAPCAP,-39,4
All dark petrel ,NA,DRKPUN,-39,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-39,4
Cape petrel,Daption capense,DAPCAP,-39,5
Fairy prion,Pachyptila turtur,PACTUR,-39,50
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-40,4
Cape petrel,Daption capense,DAPCAP,-40,7
Albatross ,NA,ALBUNI,-34,4
White-chinned petrel,Procellaria aequinoctialis,PROAEQ,-34,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34,3
Petrel ,NA,PETRUN,-34,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34,3
Cape petrel,Daption capense,DAPCAP,-34,1
All dark petrel ,NA,DRKPUN,-34,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34,6
All dark petrel ,NA,DRKPUN,-34,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34,1
All dark shearwater ,NA,PUFSPDRK,-34,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-34,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-35,2
Giant petrel ,Macronectes sp. ,MACSP,-35,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-36,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-36,2
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-36,1
Sooty shearwater,Puffinus griseus,PUFGRI,-36,1
Petrel ,NA,PETRUN,-36,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-36,5
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-36,2
Sooty shearwater,Puffinus griseus,PUFGRI,-36,3
All dark petrel ,NA,DRKPUN,-36,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37,3
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-37,2
Cape petrel,Daption capense,DAPCAP,-37,1
Sooty shearwater,Puffinus griseus,PUFGRI,-37,1
All dark petrel ,NA,DRKPUN,-37,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37,2
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-37,2
Prion ,Pachyptila sp,PACSP,-37,2
Sooty shearwater,Puffinus griseus,PUFGRI,-37,1
All dark petrel ,NA,DRKPUN,-37,4
Storm-petrel ,NA,STPEUN,-37,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-37,2
Cape petrel,Daption capense,DAPCAP,-37,2
Sooty shearwater,Puffinus griseus,PUFGRI,-37,1
All dark petrel ,NA,DRKPUN,-37,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-38,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-39,5
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-39,2
Cape petrel,Daption capense,DAPCAP,-39,2
Sooty shearwater,Puffinus griseus,PUFGRI,-39,1
All dark petrel ,NA,DRKPUN,-39,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-39,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-39,1
Storm-petrel ,NA,STPEUN,-39,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-39,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-39,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-39,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-39,2
Sooty shearwater,Puffinus griseus,PUFGRI,-39,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-39,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-39,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-39,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-39,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-39,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-39,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-39,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-39,1
Cape petrel,Daption capense,DAPCAP,-39,2
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-39,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-39,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-39,2
Cape petrel,Daption capense,DAPCAP,-39,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-39,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-39,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-39,3
Cape petrel,Daption capense,DAPCAP,-39,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-39,3
Petrel ,NA,PETRUN,-39,1
Australasian gannet,Morus serrator,MORSER,-39,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-39,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-39,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-39,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-39,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-39,1
Prion ,Pachyptila sp,PACSP,-39,10
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-38,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-38,3
Giant petrel ,Macronectes sp.,MACSP,-38,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-38,4
Prion ,Pachyptila sp,PACSP,-38,25
Shearwater ,Puffinus sp.,PUFSP,-38,NA
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-38,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-38,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-38,3
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-38,1
Giant petrel ,Macronectes sp.,MACSP,-38,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-38,1
Buller's shearwater,Puffinus bulleri,PUFBUL,-38,40
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-38,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-38,3
Giant petrel ,Macronectes sp.,MACSP,-38,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-38,1
Buller's shearwater,Puffinus bulleri,PUFBUL,-38,4
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-38,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-38,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-38,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-38,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-38,1
Giant petrel ,Macronectes sp.,MACSP,-38,1
Buller's shearwater,Puffinus bulleri,PUFBUL,-38,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-38,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-38,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-38,3
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-38,1
Giant petrel ,Macronectes sp.,MACSP,-38,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-38,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-38,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-38,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-38,3
Giant petrel ,Macronectes sp.,MACSP,-38,1
Buller's shearwater,Puffinus bulleri,PUFBUL,-38,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37,1
White-chinned petrel,Procellaria aequinoctialis,PROAEQ,-37,1
Buller's shearwater,Puffinus bulleri,PUFBUL,-37,20
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37,1
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-37,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-37,1
Buller's shearwater,Puffinus bulleri,PUFBUL,-37,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-37,3
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-37,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-37,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-36,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-36,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-36,3
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-36,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-36,2
Short-tailed / Sooty shearwater,Puffinus tenuirostris ,PUFTENGRI,-34,500
Pomarine skua,Stercorarius pomarinus,STEPOM,-34,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-35,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-35,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-35,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-35,2
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-35,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-35,2
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-35,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-35,3
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-35,2
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-35,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-35,2
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-35,1
Wandering albatross ,Diomedea antipodensis ,DIOANTEXU,-35,2
Black-browed albatross ,Diomedea impavida ,DIOIMPMEL,-35,1
Cape petrel,Daption capense,DAPCAP,-35,1
Grey-faced petrel,Pterodroma macroptera  gouldi,PTEMACGOU,-35,1
Black-winged petrel,Pterodroma nigripennis,PTENIG,-35,1
